close,epoch,high,low,open
1538.96,2025-04-18 15:46:00,1539.6,1537.63,1537.71
1538.43,2025-04-18 15:47:00,1540.26,1537.93,1538.38
1537.84,2025-04-18 15:48:00,1539.26,1537.15,1538.28
1537.0,2025-04-18 15:49:00,1539.23,1536.24,1537.4
1535.46,2025-04-18 15:50:00,1536.6,1533.51,1536.6
1534.04,2025-04-18 15:51:00,1535.8,1533.61,1535.2
1531.91,2025-04-18 15:52:00,1534.1,1531.91,1533.94
1533.25,2025-04-18 15:53:00,1533.45,1531.04,1531.69
1536.28,2025-04-18 15:54:00,1536.28,1533.64,1533.79
1534.15,2025-04-18 15:55:00,1537.21,1533.53,1536.39
1530.84,2025-04-18 15:56:00,1533.71,1530.84,1533.42
1529.84,2025-04-18 15:57:00,1531.14,1528.0,1530.74
1527.92,2025-04-18 15:58:00,1530.48,1527.75,1530.04
1528.05,2025-04-18 15:59:00,1529.46,1527.04,1529.03
1530.74,2025-04-18 16:00:00,1531.54,1527.5,1527.89
1529.49,2025-04-18 16:01:00,1531.4,1529.37,1530.49
1530.84,2025-04-18 16:02:00,1531.09,1528.76,1529.34
1532.14,2025-04-18 16:03:00,1532.96,1529.93,1530.07
1533.34,2025-04-18 16:04:00,1533.81,1531.78,1532.06
1531.77,2025-04-18 16:05:00,1534.1,1531.77,1533.13
1531.97,2025-04-18 16:06:00,1533.22,1530.62,1530.87
1533.62,2025-04-18 16:07:00,1533.85,1531.36,1531.86
1539.66,2025-04-18 16:08:00,1540.98,1533.62,1533.62
1538.05,2025-04-18 16:09:00,1540.87,1537.12,1539.88
1538.22,2025-04-18 16:10:00,1539.51,1536.98,1538.6
1536.9,2025-04-18 16:11:00,1538.59,1536.9,1538.47
1539.77,2025-04-18 16:12:00,1539.77,1536.57,1536.57
1540.21,2025-04-18 16:13:00,1541.91,1539.03,1540.32
1543.44,2025-04-18 16:14:00,1543.58,1540.94,1540.94
1542.15,2025-04-18 16:15:00,1544.36,1541.78,1543.21
1544.01,2025-04-18 16:16:00,1544.01,1541.65,1541.89
1544.98,2025-04-18 16:17:00,1545.05,1543.13,1543.89
1545.08,2025-04-18 16:18:00,1547.58,1544.97,1544.97
1546.99,2025-04-18 16:19:00,1547.75,1545.07,1545.44
1548.51,2025-04-18 16:20:00,1548.74,1545.83,1547.06
1553.08,2025-04-18 16:21:00,1553.19,1547.85,1547.85
1550.94,2025-04-18 16:22:00,1553.17,1550.94,1552.93
1555.28,2025-04-18 16:23:00,1555.4,1550.77,1550.79
1553.39,2025-04-18 16:24:00,1555.69,1553.07,1555.41
1554.23,2025-04-18 16:25:00,1554.3,1552.9,1553.51
1551.53,2025-04-18 16:26:00,1555.25,1551.53,1554.55
1552.57,2025-04-18 16:27:00,1552.57,1549.08,1551.15
1551.89,2025-04-18 16:28:00,1553.05,1551.01,1552.8
1555.74,2025-04-18 16:29:00,1555.74,1551.58,1551.58
1555.75,2025-04-18 16:30:00,1556.7,1554.32,1556.02
1559.9,2025-04-18 16:31:00,1560.88,1555.72,1555.72
1560.82,2025-04-18 16:32:00,1562.68,1559.62,1559.65
1561.58,2025-04-18 16:33:00,1562.29,1560.05,1561.14
1562.88,2025-04-18 16:34:00,1563.71,1561.65,1561.65
1560.09,2025-04-18 16:35:00,1564.42,1559.57,1563.32
1561.41,2025-04-18 16:36:00,1562.27,1559.98,1560.08
1559.15,2025-04-18 16:37:00,1561.94,1558.7,1561.24
1558.82,2025-04-18 16:38:00,1559.65,1557.44,1559.5
1557.36,2025-04-18 16:39:00,1558.9,1556.84,1558.24
1557.49,2025-04-18 16:40:00,1558.1,1555.83,1557.23
1558.92,2025-04-18 16:41:00,1559.32,1557.44,1557.77
1559.56,2025-04-18 16:42:00,1560.38,1558.72,1559.29
1559.07,2025-04-18 16:43:00,1559.23,1557.86,1559.18
1558.51,2025-04-18 16:44:00,1560.64,1557.93,1559.0
1557.6,2025-04-18 16:45:00,1558.74,1557.08,1558.15
1554.59,2025-04-18 16:46:00,1557.12,1554.33,1557.12
1552.88,2025-04-18 16:47:00,1555.77,1552.88,1554.24
1548.72,2025-04-18 16:48:00,1552.84,1547.29,1552.84
1551.86,2025-04-18 16:49:00,1551.91,1549.33,1549.47
1555.63,2025-04-18 16:50:00,1555.68,1551.91,1552.15
1552.44,2025-04-18 16:51:00,1555.7,1551.67,1555.7
1551.65,2025-04-18 16:52:00,1553.07,1551.07,1551.9
1554.44,2025-04-18 16:53:00,1554.75,1550.93,1551.09
1556.29,2025-04-18 16:54:00,1557.13,1554.35,1554.35
1558.81,2025-04-18 16:55:00,1559.72,1557.16,1557.16
1556.96,2025-04-18 16:56:00,1559.28,1556.96,1558.05
1558.57,2025-04-18 16:57:00,1559.68,1556.02,1556.33
1559.49,2025-04-18 16:58:00,1559.92,1558.18,1558.9
1559.6,2025-04-18 16:59:00,1560.81,1558.41,1559.95
1561.33,2025-04-18 17:00:00,1561.33,1559.02,1559.85
1557.94,2025-04-18 17:01:00,1561.75,1557.06,1561.48
1556.75,2025-04-18 17:02:00,1558.37,1555.45,1557.69
1556.71,2025-04-18 17:03:00,1557.29,1554.58,1557.29
1553.65,2025-04-18 17:04:00,1558.0,1553.64,1557.12
1554.68,2025-04-18 17:05:00,1554.68,1553.25,1553.67
1555.31,2025-04-18 17:06:00,1556.46,1554.68,1555.06
1556.13,2025-04-18 17:07:00,1556.13,1554.0,1555.31
1557.11,2025-04-18 17:08:00,1557.54,1555.7,1556.16
1556.5,2025-04-18 17:09:00,1559.25,1556.5,1557.46
1558.43,2025-04-18 17:10:00,1558.43,1555.37,1556.9
1559.83,2025-04-18 17:11:00,1559.83,1556.73,1558.15
1559.14,2025-04-18 17:12:00,1559.54,1557.57,1559.54
1557.89,2025-04-18 17:13:00,1560.86,1557.79,1559.84
1558.59,2025-04-18 17:14:00,1558.59,1555.78,1557.62
1561.08,2025-04-18 17:15:00,1561.78,1557.68,1558.02
1559.51,2025-04-18 17:16:00,1561.31,1559.51,1561.31
1562.16,2025-04-18 17:17:00,1563.49,1559.82,1560.13
1564.12,2025-04-18 17:18:00,1564.12,1560.86,1561.84
1562.27,2025-04-18 17:19:00,1564.34,1562.27,1564.34
1561.13,2025-04-18 17:20:00,1562.43,1560.48,1561.69
1559.33,2025-04-18 17:21:00,1561.25,1559.14,1561.16
1558.1,2025-04-18 17:22:00,1559.7,1557.41,1559.7
1556.16,2025-04-18 17:23:00,1558.09,1556.01,1557.93
1555.1,2025-04-18 17:24:00,1556.48,1555.02,1555.92
1553.9,2025-04-18 17:25:00,1554.88,1552.69,1554.88
1554.18,2025-04-18 17:26:00,1555.28,1553.38,1553.95
1552.42,2025-04-18 17:27:00,1555.86,1552.12,1554.96
1551.52,2025-04-18 17:28:00,1553.27,1549.74,1553.17
1552.61,2025-04-18 17:29:00,1553.72,1551.19,1551.19
1553.44,2025-04-18 17:30:00,1554.15,1552.18,1552.47
1552.36,2025-04-18 17:31:00,1554.21,1551.7,1553.59
1553.64,2025-04-18 17:32:00,1554.71,1551.67,1551.79
1555.36,2025-04-18 17:33:00,1555.66,1553.19,1553.46
1556.72,2025-04-18 17:34:00,1557.42,1554.45,1555.29
1554.64,2025-04-18 17:35:00,1557.57,1554.35,1556.94
1555.93,2025-04-18 17:36:00,1557.51,1554.73,1554.73
1556.3,2025-04-18 17:37:00,1557.09,1554.58,1556.29
1553.05,2025-04-18 17:38:00,1556.75,1552.21,1556.65
1551.84,2025-04-18 17:39:00,1553.11,1551.3,1552.23
1552.38,2025-04-18 17:40:00,1553.56,1551.49,1551.49
1550.98,2025-04-18 17:41:00,1552.41,1549.94,1552.33
1548.4,2025-04-18 17:42:00,1551.62,1546.69,1550.94
1544.47,2025-04-18 17:43:00,1547.96,1544.47,1547.72
1546.82,2025-04-18 17:44:00,1547.23,1545.04,1545.14
1546.9,2025-04-18 17:45:00,1547.62,1545.45,1546.66
1550.36,2025-04-18 17:46:00,1550.83,1546.78,1547.18
1548.49,2025-04-18 17:47:00,1550.24,1547.74,1550.24
1545.34,2025-04-18 17:48:00,1549.27,1545.31,1549.11
1546.84,2025-04-18 17:49:00,1546.84,1544.24,1545.13
1544.63,2025-04-18 17:50:00,1546.81,1544.48,1546.7
1545.19,2025-04-18 17:51:00,1547.69,1544.55,1544.55
1544.13,2025-04-18 17:52:00,1546.15,1543.54,1545.52
1546.99,2025-04-18 17:53:00,1547.59,1543.93,1543.98
1549.7,2025-04-18 17:54:00,1550.39,1546.72,1546.85
1548.94,2025-04-18 17:55:00,1549.35,1548.0,1549.24
1550.35,2025-04-18 17:56:00,1550.37,1547.37,1548.48
1550.58,2025-04-18 17:57:00,1552.02,1550.06,1550.22
1549.35,2025-04-18 17:58:00,1550.2,1548.33,1549.78
1550.12,2025-04-18 17:59:00,1550.28,1547.72,1549.26
1553.94,2025-04-18 18:00:00,1554.65,1550.72,1550.72
1551.93,2025-04-18 18:01:00,1554.65,1551.42,1553.91
1555.0,2025-04-18 18:02:00,1555.47,1551.16,1551.54
1551.7,2025-04-18 18:03:00,1554.74,1551.38,1554.74
1552.42,2025-04-18 18:04:00,1552.83,1549.83,1551.59
1550.82,2025-04-18 18:05:00,1552.23,1550.04,1552.23
1550.27,2025-04-18 18:06:00,1551.25,1548.85,1550.55
1547.74,2025-04-18 18:07:00,1550.47,1547.54,1550.2
1548.5,2025-04-18 18:08:00,1548.87,1546.34,1547.43
1547.45,2025-04-18 18:09:00,1549.72,1546.8,1549.05
1547.44,2025-04-18 18:10:00,1550.3,1546.75,1547.5
1548.83,2025-04-18 18:11:00,1548.84,1545.76,1547.18
1549.11,2025-04-18 18:12:00,1550.84,1547.8,1548.69
1551.03,2025-04-18 18:13:00,1551.2,1547.69,1548.58
